listed_species,prey_diet_binomial,prey_diet_binomial_updates,order_listed,class_listed,family_listed,order_prey,class_prey,family_prey
Haliaeetus leucocephalus,Ammodytes hexapterus,Ammodytes hexapterus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Ammodytidae
Haliaeetus leucocephalus,Larus hyperboreus,Larus hyperboreus,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Phoca vitulina,Phoca vitulina,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Phocidae
Haliaeetus leucocephalus,Somateria mollissima,Somateria mollissima,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Rattus norvegicus,Rattus norvegicus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Muridae
Haliaeetus leucocephalus,Aethia psittacula,Aethia psittacula,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Alepisaurus ferox,Alepisaurus ferox,Accipitriformes,Aves,Accipitridae,Aulopiformes,Teleostei,Alepisauridae
Haliaeetus leucocephalus,Anas acuta,Anas acuta,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas crecca,Anas crecca,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anser canagicus,Chen canagica,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Aptocyclus ventricosus,Aptocyclus ventricosus,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Cyclopteridae
Haliaeetus leucocephalus,Asio flammeus,Asio flammeus,Accipitriformes,Aves,Accipitridae,Strigiformes,Aves,Strigidae
Haliaeetus leucocephalus,Branta canadensis,Branta canadensis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Calidris ptilocnemis,Calidris ptilocnemis,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Scolopacidae
Haliaeetus leucocephalus,Cepphus columba,Cepphus columba,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Corvus corax,Corvus corax,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Corvidae
Haliaeetus leucocephalus,Coryphaenoides filifer,Coryphaenoides filifer,Accipitriformes,Aves,Accipitridae,Gadiformes,Teleostei,Macrouridae
Haliaeetus leucocephalus,Diomedea imuutabilis,Phoebastria immutabilis,Accipitriformes,Aves,Accipitridae,Procellariiformes,Aves,Diomedeidae
Haliaeetus leucocephalus,Enhydra lutris,Enhydra lutris,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Mustelidae
Haliaeetus leucocephalus,Falco peregrinus,Falco peregrinus,Accipitriformes,Aves,Accipitridae,Falconiformes,Aves,Falconidae
Haliaeetus leucocephalus,Fratercula cirrhata,Fratercula cirrhata,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Fulmarus glacialis,Fulmarus glacialis,Accipitriformes,Aves,Accipitridae,Procellariiformes,Aves,Procellariidae
Haliaeetus leucocephalus,Gadus macrocephalus,Gadus macrocephalus,Accipitriformes,Aves,Accipitridae,Gadiformes,Teleostei,Gadidae
Haliaeetus leucocephalus,Gymnocanthus galeatus,Gymnocanthus galeatus,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Cottidae
Haliaeetus leucocephalus,Haemoatopus bachmani,Haematopus bachmani,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Haematopodidae
Haliaeetus leucocephalus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,Accipitriformes,Aves,Accipitridae,Accipitriformes,Aves,Accipitridae
Haliaeetus leucocephalus,Hemilepidotus hemilepidotus,Hemilepidotus hemilepidotus,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Cottidae
Haliaeetus leucocephalus,Hexagrammus lagocephalus,Hexagrammos lagocephalus,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Hexagrammidae
Haliaeetus leucocephalus,Histrionicus histrionicus,Histrionicus histrionicus,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Lagopus mutus,Lagopus muta,Accipitriformes,Aves,Accipitridae,Galliformes,Aves,Phasianidae
Haliaeetus leucocephalus,Larus hyperboreus,Larus hyperboreus,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Larus hyperboreus,Larus hyperboreus,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Mergus serrator,Mergus serrator,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Nannopterum auritum,Phalacrocorax auritus,Accipitriformes,Aves,Accipitridae,Suliformes,Aves,Phalacrocoracidae
Haliaeetus leucocephalus,Oceanodroma furcata,Oceanodroma furcata,Accipitriformes,Aves,Accipitridae,Procellariiformes,Aves,Hydrobatidae
Haliaeetus leucocephalus,Plectrophenax nivalis,Plectrophenax nivalis,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Calcariidae
Haliaeetus leucocephalus,Pleurogrammus monopterygius,Pleurogrammus monopterygius,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Hexagrammidae
Haliaeetus leucocephalus,Polypera greeni,Polypera greeni,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Liparidae
Haliaeetus leucocephalus,Puffinus tenuirostris,Puffinus tenuirostris,Accipitriformes,Aves,Accipitridae,Procellariiformes,Aves,Procellariidae
Haliaeetus leucocephalus,Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,Accipitriformes,Aves,Accipitridae,Pleuronectiformes,Teleostei,Pleuronectidae
Haliaeetus leucocephalus,Rissa tridactla,Rissa tridactyla,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Salvelinus malma,Salvelinus malma,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Sebastes mystinus,Sebastes mystinus,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Sebastidae
Haliaeetus leucocephalus,Somateria mollissima,Somateria mollissima,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Stercorarius parasiticus,Stercorarius parasiticus,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Stercorariidae
Haliaeetus leucocephalus,Synthliboramphus antiquus,Synthliboramphus antiquus,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Uria aalge,Uria aalge,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Vulpes lagopus,Vulpes lagopus,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Canidae
Haliaeetus leucocephalus,Columba livia,Columba livia,Accipitriformes,Aves,Accipitridae,Columbiformes,Aves,Columbidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anguilla rostrata,Anguilla rostrata,Accipitriformes,Aves,Accipitridae,Anguilliformes,Teleostei,Anguillidae
Haliaeetus leucocephalus,Chelydra serpentina,Chelydra serpentina,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Chelydridae
Haliaeetus leucocephalus,Chrysemys picta picta,Chrysemys picta picta,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Emydidae
Haliaeetus leucocephalus,Clupea harengus,Clupea harengus,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Clupeidae
Haliaeetus leucocephalus,Ictalurus punctatus,Ictalurus punctatus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Kinosternon subrubrum,Kinosternon subrubrum,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Kinosternidae
Haliaeetus leucocephalus,Leiostomus xanthurus,Leiostomus xanthurus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Sciaenidae
Haliaeetus leucocephalus,Lepomis cyanellus,Lepomis cyanellus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Marmota monax,Marmota monax,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Micropogonias undulatus,Micropogonias undulatus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Sciaenidae
Haliaeetus leucocephalus,Micropterus salmoides,Micropterus salmoides,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Morone saxatilis,Morone saxatilis,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Moronidae
Haliaeetus leucocephalus,Nannopterum auritum,Phalacrocorax auritus,Accipitriformes,Aves,Accipitridae,Suliformes,Aves,Phalacrocoracidae
Haliaeetus leucocephalus,Ondatra zibethicus,Ondatra zibethicus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Paralichthys dentatus,Paralichthys dentatus,Accipitriformes,Aves,Accipitridae,Pleuronectiformes,Teleostei,Paralichthyidae
Haliaeetus leucocephalus,Perca flavescens,Perca flavescens,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Percidae
Haliaeetus leucocephalus,Pomatomus salatrix,Pomatomus saltatrix,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Pomatomidae
Haliaeetus leucocephalus,Pomoxis annularis,Pomoxis annularis,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Sciurus carolinensis,Sciurus carolinensis,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Sternotherus odoratus,Sternotherus odoratus,Accipitriformes,Aves,Accipitridae,Testudines,Testudines,Kinosternidae
Haliaeetus leucocephalus,Sylvilagus floridanus,Sylvilagus floridanus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Thamnophis sirtalis pallidulus,Thamnophis sirtalis pallidulus,Accipitriformes,Aves,Accipitridae,Squamata,Squamata,Colubridae
Haliaeetus leucocephalus,Cyprinus carpio,Cyprinus carpio,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Ameiurus catus,Ameiurus catus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Ameiurus nebulosus,Ameiurus nebulosus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Branta bernicla,Branta bernicla,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Catostomus occidentalis,Catostomus occidentalis,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Fulica americana,Fulica americana,Accipitriformes,Aves,Accipitridae,Gruiformes,Aves,Rallidae
Haliaeetus leucocephalus,Ictalurus punctatus,Ictalurus punctatus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Lepus californicus,Lepus californicus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Micropterus dolomieu,Micropterus dolomieu,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Micropterus punctulatus,Micropterus punctulatus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Micropterus salmoides,Micropterus salmoides,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Mylopharodon conocephalus,Mylopharodon conocephalus,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Oncorhynchus mykiss,Oncorhynchus mykiss,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Pomoxis nigromaculatus,Pomoxis nigromaculatus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Ptychocheilus grandis,Ptychocheilus grandis,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Sciurus niger,Sciurus niger,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Larus hyperboreus,Larus hyperboreus,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Antilocapra americana,Antilocapra americana,Accipitriformes,Aves,Accipitridae,Artiodactyla,Mammalia,Antilocapridae
Haliaeetus leucocephalus,Cynomys ludovicianus,Cynomys ludovicianus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Geomys bursarius,Geomys bursarius,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Geomyidae
Haliaeetus leucocephalus,Lepus californicus,Lepus californicus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Nycticorax nycticorax,Nycticorax nycticorax,Accipitriformes,Aves,Accipitridae,Pelecaniformes,Aves,Ardeidae
Haliaeetus leucocephalus,Schistocerca nitens,Schistocerca nitens,Accipitriformes,Aves,Accipitridae,Orthoptera,Insecta,Acrididae
Haliaeetus leucocephalus,Sylvilagus bachmani,Sylvilagus bachmani,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Cyprinus carpio,Cyprinus carpio,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Acipenser transmontanus,Acipenser transmontanus,Accipitriformes,Aves,Accipitridae,Acipenseriformes,Chondrostei,Acipenseridae
Haliaeetus leucocephalus,Alosa aestivalis,Alosa aestivalis,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Clupeidae
Haliaeetus leucocephalus,Alosa pseudoharengus,Alosa pseudoharengus,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Clupeidae
Haliaeetus leucocephalus,Ameiurus catus,Ameiurus catus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Ameiurus nebulosus,Ameiurus nebulosus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anguilla rostrata,Anguilla rostrata,Accipitriformes,Aves,Accipitridae,Anguilliformes,Teleostei,Anguillidae
Haliaeetus leucocephalus,Branta canadensis,Branta canadensis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Carassius auratus,Carassius auratus,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Catostomus commersonnii,Catostomus commersonii,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Esox niger,Esox niger,Accipitriformes,Aves,Accipitridae,Esociformes,Teleostei,Esocidae
Haliaeetus leucocephalus,Ictalurus punctatus,Ictalurus punctatus,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Lepomis auritus,Lepomis auritus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Mergus merganser,Mergus merganser,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Micropterus salmoides,Micropterus salmoides,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Morone americana,Morone americana,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Moronidae
Haliaeetus leucocephalus,Nerodia sipedon,Nerodia sipedon,Accipitriformes,Aves,Accipitridae,Squamata,Squamata,Colubridae
Haliaeetus leucocephalus,Notemigonus crysoleucas,Notemigonus crysoleucas,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Cyprinidae
Haliaeetus leucocephalus,Ondatra zibethicus,Ondatra zibethicus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Podiceps nigricollis,Podiceps nigricollis,Accipitriformes,Aves,Accipitridae,Podicipediformes,Aves,Podicipedidae
Haliaeetus leucocephalus,Sciurus carolinensis,Sciurus carolinensis,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Sciuridae
Haliaeetus leucocephalus,Spatula discors,Anas discors,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Sylvilagus floridanus,Sylvilagus floridanus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Cepphus columba,Cepphus columba,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Clupea harengus,Clupea harengus,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Clupeidae
Haliaeetus leucocephalus,Cymatogaster aggregata,Cymatogaster aggregata,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Embiotocidae
Haliaeetus leucocephalus,Engyophrys sanctilaurentii,Engyophrys sanctilaurentii,Accipitriformes,Aves,Accipitridae,Pleuronectiformes,Teleostei,Bothidae
Haliaeetus leucocephalus,Hyperprosopon ellipticum,Hyperprosopon ellipticum,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Embiotocidae
Haliaeetus leucocephalus,Oncorhynchus kisutch,Oncorhynchus kisutch,Accipitriformes,Aves,Accipitridae,Salmoniformes,Teleostei,Salmonidae
Haliaeetus leucocephalus,Ophiodon elongates,Ophiodon elongatus,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Hexagrammidae
Haliaeetus leucocephalus,Peromyscus maniculatus,Peromyscus maniculatus,Accipitriformes,Aves,Accipitridae,Rodentia,Mammalia,Cricetidae
Haliaeetus leucocephalus,Porichthys notatus,Porichthys notatus,Accipitriformes,Aves,Accipitridae,Batrachoidiformes,Teleostei,Batrachoididae
Haliaeetus leucocephalus,Scomber japonicus,Scomber japonicus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Scombridae
Haliaeetus leucocephalus,Scorpaenichthys marmoratus,Scorpaenichthys marmoratus,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Cottidae
Haliaeetus leucocephalus,Sylvilagus audubonii,Sylvilagus audubonii,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Theragra chalcogramma,Gadus chalcogrammus,Accipitriformes,Aves,Accipitridae,Gadiformes,Teleostei,Gadidae
Haliaeetus leucocephalus,Aix sponsa,Aix sponsa,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Ameiurus melas,Ameiurus melas,Accipitriformes,Aves,Accipitridae,Siluriformes,Teleostei,Ictaluridae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anguilla rostrata,Anguilla rostrata,Accipitriformes,Aves,Accipitridae,Anguilliformes,Teleostei,Anguillidae
Haliaeetus leucocephalus,Catostomus occidentalis,Catostomus occidentalis,Accipitriformes,Aves,Accipitridae,Cypriniformes,Teleostei,Catostomidae
Haliaeetus leucocephalus,Fulica americana,Fulica americana,Accipitriformes,Aves,Accipitridae,Gruiformes,Aves,Rallidae
Haliaeetus leucocephalus,Lepomis macrochirus,Lepomis macrochirus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Micropterus salmoides,Micropterus salmoides,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Pomoxis nigromaculatus,Pomoxis nigromaculatus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Centrarchidae
Haliaeetus leucocephalus,Spatula clypeata,Anas clypeata,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Branta canadensis occidentalis,Branta canadensis occidentalis,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Porichthys notatus,Porichthys notatus,Accipitriformes,Aves,Accipitridae,Batrachoidiformes,Teleostei,Batrachoididae
Haliaeetus leucocephalus,Aethia psittacula,Aethia psittacula,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Alepisaurus ferox,Alepisaurus ferox,Accipitriformes,Aves,Accipitridae,Aulopiformes,Teleostei,Alepisauridae
Haliaeetus leucocephalus,Anas acuta,Anas acuta,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anser canagicus,Chen canagica,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Calidris minutilla,Calidris minutilla,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Scolopacidae
Haliaeetus leucocephalus,Corvus corax,Corvus corax,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Corvidae
Haliaeetus leucocephalus,Enhydra lutris,Enhydra lutris,Accipitriformes,Aves,Accipitridae,Carnivora,Mammalia,Mustelidae
Haliaeetus leucocephalus,Fratercula cirrhata,Fratercula cirrhata,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Fulmarus glacialis,Fulmarus glacialis,Accipitriformes,Aves,Accipitridae,Procellariiformes,Aves,Procellariidae
Haliaeetus leucocephalus,Gadus macrocephalus,Gadus macrocephalus,Accipitriformes,Aves,Accipitridae,Gadiformes,Teleostei,Gadidae
Haliaeetus leucocephalus,Histrionicus histrionicus,Histrionicus histrionicus,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Lagopus mutus,Lagopus muta,Accipitriformes,Aves,Accipitridae,Galliformes,Aves,Phasianidae
Haliaeetus leucocephalus,Larus hyperboreus,Larus hyperboreus,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Lepus californicus,Lepus californicus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Mergus serrator,Mergus serrator,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Plectrophenax nivalis,Plectrophenax nivalis,Accipitriformes,Aves,Accipitridae,Passeriformes,Aves,Calcariidae
Haliaeetus leucocephalus,Pleurogrammus monopterygius,Pleurogrammus monopterygius,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Hexagrammidae
Haliaeetus leucocephalus,Rissa tridactla,Rissa tridactyla,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Synthliboramphus antiquus,Synthliboramphus antiquus,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Uria aalge,Uria aalge,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Urile pelagicus,Phalacrocorax pelagicus,Accipitriformes,Aves,Accipitridae,Suliformes,Aves,Phalacrocoracidae
Haliaeetus leucocephalus,Anarhichas lupus,Anarhichas lupus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Anarhichadidae
Haliaeetus leucocephalus,Clupea harengus,Clupea harengus,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Clupeidae
Haliaeetus leucocephalus,Cyclopterus lumpus,Cyclopterus lumpus,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Cyclopteridae
Haliaeetus leucocephalus,Gadus morhua,Gadus morhua,Accipitriformes,Aves,Accipitridae,Gadiformes,Teleostei,Gadidae
Haliaeetus leucocephalus,Homarus americanus,Homarus americanus,Accipitriformes,Aves,Accipitridae,Decapoda,Malacostraca,Nephropidae
Haliaeetus leucocephalus,Larus argentatus,Larus argentatus,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Lepus americanus,Lepus americanus,Accipitriformes,Aves,Accipitridae,Lagomorpha,Mammalia,Leporidae
Haliaeetus leucocephalus,Limanda ferruginea,Limanda ferruginea,Accipitriformes,Aves,Accipitridae,Pleuronectiformes,Teleostei,Pleuronectidae
Haliaeetus leucocephalus,Myoxocephalus scorpius,Myoxocephalus scorpius,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Cottidae
Haliaeetus leucocephalus,Rissa tridactla,Rissa tridactyla,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Laridae
Haliaeetus leucocephalus,Sebastes caurinus,Sebastes caurinus,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Sebastidae
Haliaeetus leucocephalus,Uria aalge,Uria aalge,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Alcidae
Haliaeetus leucocephalus,Anas acuta,Anas acuta,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Calidris alpina,Calidris alpina,Accipitriformes,Aves,Accipitridae,Charadriiformes,Aves,Scolopacidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Anas platyrhynchos,Anas platyrhynchos,Accipitriformes,Aves,Accipitridae,Anseriformes,Aves,Anatidae
Haliaeetus leucocephalus,Clupea harengus,Clupea harengus,Accipitriformes,Aves,Accipitridae,Clupeiformes,Teleostei,Clupeidae
Haliaeetus leucocephalus,Inopsetta ischyra,Platichthys stellatus,Accipitriformes,Aves,Accipitridae,Pleuronectiformes,Teleostei,Pleuronectidae
Haliaeetus leucocephalus,Ophiodon elongates,Ophiodon elongatus,Accipitriformes,Aves,Accipitridae,Scorpaeniformes,Teleostei,Hexagrammidae
Haliaeetus leucocephalus,Porichthys notatus,Porichthys notatus,Accipitriformes,Aves,Accipitridae,Batrachoidiformes,Teleostei,Batrachoididae
Haliaeetus leucocephalus,Scomber japonicus,Scomber japonicus,Accipitriformes,Aves,Accipitridae,Perciformes,Teleostei,Scombridae
